Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
4.308,6.7801,66.8736,288.172,35.1906,24.4242,Low,Normal,Low,Normal,Low,Normal,Polluted
4.743,6.5876,94.1056,931.1827,41.0557,23.8377,Low,Normal,Low,High,Low,Normal,Polluted
4.799,6.4775,121.2317,1584.946,21.5054,23.5445,Low,Low,Low,Abnormal,Low,Normal,Polluted
4.367,6.6426,148.5288,288.172,37.1457,23.2512,Low,Normal,Low,Normal,Low,Normal,Polluted
4.146,6.5601,175.6549,1572.043,39.1007,23.74,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.748,6.5325,202.9195,1204.301,17.5953,24.4242,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.713,6.5876,230.2493,1563.441,25.4155,24.0332,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.713,6.4775,257.5709,1223.656,35.1906,24.131,Low,Low,Low,High,Low,Normal,Polluted
4.308,6.4775,284.868,1479.57,41.0557,24.522,Low,Low,Low,High,Low,Normal,Polluted
4.558,6.5325,312.0349,1539.785,25.4155,24.7175,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.256,6.5325,339.2505,870.9678,25.4155,24.4242,Low,Normal,Normal,High,Low,Normal,Unpolluted
4.478,6.5325,366.4418,290.3226,39.1007,23.9355,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.997,6.5325,393.5598,277.4193,41.0557,24.913,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.644,6.4775,113.1362,1578.495,25.4155,24.8153,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
4.308,6.6151,85.9938,1572.043,39.1007,24.913,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.893,6.4775,58.7537,1574.193,29.3255,24.522,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
5.175,6.7801,31.5543,1584.946,46.9208,23.6422,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.064,6.6426,4.3385,292.4731,25.4155,23.349,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
5.064,6.5601,22.8609,1595.699,41.0557,23.5445,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.533,6.7801,50.044,397.8495,41.0557,23.4467,Low,Normal,Low,Normal,Low,Normal,Polluted
3.881,6.7526,77.1864,1608.602,35.1906,23.5445,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.633,6.4775,104.3614,1122.581,37.1457,23.1535,Low,Low,Low,High,Low,Normal,Polluted
4.589,6.5601,131.6504,1509.677,29.3255,23.6422,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.521,6.7526,158.8498,264.5161,21.5054,22.958,Low,Normal,Low,Normal,Low,Normal,Polluted
4.659,6.7526,186.0166,1582.796,29.3255,22.958,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.002,6.6701,213.1671,1584.946,21.5054,22.8602,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.854,6.4775,240.2933,286.0215,39.1007,23.1535,Low,Low,Low,Normal,Low,Normal,Polluted
4.6,6.4775,267.346,1507.527,35.1906,22.958,Low,Low,Low,Abnormal,Low,Normal,Polluted
3.826,6.4775,294.5047,290.3226,43.0108,23.8377,Abnormal,Low,Low,Normal,Low,Normal,Polluted
4.202,6.5876,321.6797,1606.452,35.1906,23.9355,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.893,6.5601,348.7814,1604.301,39.1007,24.2287,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.893,6.6151,376.0215,286.0215,39.1007,24.6198,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
4.312,6.5601,403.2942,292.4731,21.5054,23.74,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.488,6.5601,103.3529,1604.301,39.1007,24.8153,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.488,6.5876,76.1453,1584.946,35.1906,24.6198,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.748,6.4775,49.0274,1387.097,37.1457,24.913,Abnormal,Low,Low,High,Low,Normal,Polluted
3.592,6.5325,21.9094,292.4731,25.4155,24.8153,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.447,6.7526,5.1922,1597.849,21.5054,24.4242,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.447,6.5325,32.3509,475.2688,25.4155,24.7175,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.205,6.5325,59.4607,277.4193,41.0557,24.3265,Low,Normal,Low,Normal,Low,Normal,Polluted
4.256,6.6701,86.595,1569.892,41.0557,24.8153,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.049,6.5325,113.6804,1580.645,35.1906,24.4242,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.047,6.5325,140.839,268.8172,29.3255,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
4.312,6.6701,168.014,1576.344,37.1457,23.5445,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.936,6.5325,195.132,1589.247,37.1457,23.74,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.991,6.4775,222.2418,286.0215,39.1007,23.9355,Abnormal,Low,Low,Normal,Low,Normal,Polluted
4.533,6.4775,249.4167,1584.946,21.5054,23.5445,Low,Low,Low,Abnormal,Low,Normal,Polluted
3.696,6.5876,276.6243,279.5699,35.1906,24.0332,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.478,6.6701,303.8318,275.2688,39.1007,23.349,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.146,6.5601,331.0068,288.172,37.1457,23.0557,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.895,6.7801,358.1329,1604.301,39.1007,22.4692,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.202,6.4775,385.1857,286.0215,41.0557,23.1535,Low,Low,Normal,Normal,Low,Normal,Polluted
4.202,6.5325,121.4695,855.914,25.4155,23.0557,Low,Normal,Low,High,Low,Normal,Polluted
4.312,6.5325,94.2946,1597.849,25.4155,23.1535,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.965,6.5325,67.1848,1584.946,35.1906,23.0557,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.454,6.6151,40.0668,283.871,43.0108,24.2287,Low,Normal,Low,Normal,Low,Normal,Polluted
4.965,6.5325,12.957,1572.043,39.1007,23.4467,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.633,6.6701,14.1691,1574.193,25.4155,23.8377,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.256,6.4775,41.2382,539.785,25.4155,24.131,Low,Low,Low,High,Low,Normal,Polluted
3.893,6.5325,68.3724,352.6882,37.1457,24.8153,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.049,6.7801,95.5556,1587.097,39.1007,24.131,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.35,6.6151,122.6654,397.8495,41.0557,24.3265,Low,Normal,Low,Normal,Low,Normal,Polluted
4.153,6.5325,149.8078,301.0753,39.1007,24.7175,Low,Normal,Low,Normal,Low,Normal,Polluted
4.713,6.7801,176.9664,283.871,37.1457,24.8153,Low,Normal,Low,Normal,Low,Normal,Polluted
3.748,6.6151,204.0681,1576.344,35.1906,24.913,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.748,6.4775,231.1861,1584.946,35.1906,24.8153,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.748,6.7801,258.3529,1462.365,35.1906,24.6198,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.558,6.6701,285.4708,696.7742,37.1457,24.7175,Low,Normal,Low,High,Low,Normal,Polluted
4.962,6.7801,312.6458,288.172,35.1906,24.4242,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.799,6.5601,339.8371,1569.892,25.4155,23.9355,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.633,6.5325,367.0447,847.3118,21.5054,23.9355,Low,Normal,Normal,High,Low,Normal,Unpolluted
3.748,6.5325,394.2115,1589.247,43.0108,24.7175,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.308,6.7251,112.4357,283.871,39.1007,24.522,Low,Normal,Low,Normal,Low,Normal,Polluted
3.945,6.5325,85.2444,1569.892,41.0557,24.8153,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.308,6.4775,58.0613,1587.097,39.1007,24.8153,Low,Low,Low,Abnormal,Low,Normal,Polluted
4.383,6.7801,30.927,288.172,35.1906,25.2063,Low,Normal,Low,Normal,Low,Normal,Polluted
3.945,6.6701,3.7195,1578.495,29.3255,24.913,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.71,6.5876,23.4311,1584.946,25.4155,25.1085,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.8,6.7801,50.5898,984.9462,35.1906,24.7175,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.696,6.5325,77.7403,1589.247,43.0108,24.6198,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.881,6.5325,104.9316,296.7742,25.4155,23.6422,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.505,6.5325,132.1473,365.5914,21.5054,23.4467,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.715,6.5876,159.3223,288.172,37.1457,23.6422,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.936,6.6426,186.5135,277.4193,25.4155,23.349,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.659,6.6701,213.6315,264.5161,25.4155,22.958,Low,Normal,Low,Normal,Low,Normal,Polluted
5.352,6.5325,240.8309,1584.946,35.1906,21.9805,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.002,6.6701,267.9896,292.4731,25.4155,22.4692,Low,Normal,Low,Normal,Low,Normal,Polluted
4.541,6.5325,295.2134,290.3226,35.1906,22.8602,Low,Normal,Low,Normal,Low,Normal,Polluted
4.199,6.5325,322.4291,1578.495,29.3255,22.958,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.936,6.6976,349.6204,1591.398,17.5953,23.4467,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.533,6.6976,376.7139,311.8279,41.0557,23.6422,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.893,6.6151,403.8726,283.871,35.1906,24.4242,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.644,6.7251,102.856,268.8172,41.0557,24.2287,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.644,6.4775,75.9254,1584.946,37.1457,24.7175,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.748,6.4775,48.6445,1578.495,41.0557,24.131,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.8,6.7801,21.4695,449.4624,41.0557,24.3265,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
4.558,6.5325,5.6891,301.0753,39.1007,24.913,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
4.558,6.7526,32.9211,1576.344,17.5953,24.3265,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.661,6.4775,60.1287,589.2473,27.3705,25.2063,Abnormal,Low,Low,High,Low,Normal,Polluted
4.002,6.5325,87.2955,1578.495,25.4155,25.0108,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.893,6.7801,114.5194,1561.29,41.0557,24.8153,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.049,6.7801,141.6373,1576.344,25.4155,24.522,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.893,6.5325,168.6738,1137.634,39.1007,24.8153,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.644,6.5325,195.7673,812.9033,35.1906,24.8153,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.893,6.4775,222.8772,1584.946,25.4155,24.6198,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
4.312,6.6151,250.0766,262.3656,27.3705,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
4.202,6.5325,277.2271,283.871,35.1906,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.533,6.5325,304.3532,1602.151,35.1906,23.4467,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.893,6.5325,331.5119,1569.892,41.0557,24.2287,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.478,6.5325,358.6217,845.1613,25.4155,23.5445,Low,Normal,Normal,High,Low,Normal,Unpolluted
3.748,6.5601,385.7804,1533.333,35.1906,24.0332,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.589,6.7251,120.8341,258.0645,25.4155,23.6422,Low,Normal,Low,Normal,Low,Normal,Polluted
4.6,6.7251,93.6836,281.7204,25.4155,22.958,Low,Normal,Low,Normal,Low,Normal,Polluted
3.893,6.4775,66.4272,288.172,37.1457,24.0332,Abnormal,Low,Low,Normal,Low,Normal,Polluted
4.312,6.5876,39.3011,258.0645,25.4155,23.5445,Low,Normal,Low,Normal,Low,Normal,Polluted
3.997,6.5325,12.0365,281.7204,35.1906,24.4242,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.291,6.5325,15.2037,578.4947,39.1007,24.3265,Abnormal,Normal,Abnormal,High,Low,Normal,Polluted
3.644,6.4775,42.3868,1593.548,27.3705,24.8153,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.573,6.6701,69.5047,277.4193,41.0557,25.2063,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.308,6.7251,96.582,288.172,35.1906,24.8153,Low,Normal,Low,Normal,Low,Normal,Polluted
3.893,6.6976,123.7325,470.9677,25.4155,24.8153,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.291,6.5876,150.8749,1589.247,35.1906,24.3265,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.505,6.5876,178.0336,1572.043,43.0108,23.74,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.6,6.5601,205.2167,1606.452,37.1457,22.7625,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.881,6.5325,232.2287,268.8172,29.3255,23.0557,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.6,6.5325,259.3712,264.5161,46.9208,22.4692,Low,Normal,Low,Normal,Low,Normal,Polluted
3.936,6.6426,286.4321,1606.452,35.1906,23.0557,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.533,6.8352,313.5419,279.5699,25.4155,23.4467,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.615,6.5325,340.7576,1606.452,43.0108,23.8377,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.893,6.5601,367.7371,283.871,39.1007,24.0332,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.893,6.6701,394.6758,283.871,39.1007,24.2287,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.893,6.5325,112.0609,1447.312,21.5054,24.4242,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.8,6.6701,84.8534,881.7205,29.3255,24.2287,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.748,6.6976,57.7843,404.3011,35.1906,24.7175,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.997,6.5325,30.6338,1584.946,29.3255,24.7175,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.101,6.5601,3.4751,286.0215,41.0557,24.8153,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
4.153,6.4775,23.7081,1584.946,39.1007,24.522,Low,Low,Abnormal,Abnormal,Low,Normal,Polluted
4.35,6.5325,50.9319,277.4193,25.4155,24.522,Low,Normal,Low,Normal,Low,Normal,Polluted
4.471,6.4775,78.0824,279.5699,25.4155,25.4995,Low,Low,Low,Normal,Low,Normal,Polluted
5.118,6.5325,105.2004,1232.258,35.1906,24.8153,Low,Normal,Low,High,Low,Normal,Polluted
4.558,6.4775,132.3509,825.8065,37.1457,24.913,Low,Low,Low,High,Low,Normal,Polluted
4.049,6.4775,159.477,290.3226,39.1007,24.7175,Low,Low,Low,Normal,Low,Normal,Polluted
4.049,6.5325,186.6031,864.5162,35.1906,24.3265,Low,Normal,Low,High,Low,Normal,Polluted
3.851,6.5601,213.7618,277.4193,41.0557,24.131,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.851,6.6426,240.8798,286.0215,39.1007,24.3265,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.748,6.8352,268.0059,268.8172,33.2356,24.131,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.696,6.7526,295.1971,286.0215,41.0557,24.2287,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.257,6.6151,322.2906,255.914,39.1007,23.6422,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.423,6.5325,349.4656,286.0215,41.0557,23.349,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.312,6.6151,376.5836,288.172,35.1906,23.1535,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.312,6.6151,403.7667,1406.452,39.1007,23.1535,Low,Normal,Normal,High,Low,Normal,Unpolluted
3.991,6.7526,102.7827,1569.892,41.0557,23.8377,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.936,6.7801,75.8439,277.4193,41.0557,23.74,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.312,6.4775,48.9459,1602.151,35.1906,23.6422,Low,Low,Low,Abnormal,Low,Normal,Polluted
3.696,6.4775,21.9664,288.172,29.3255,24.2287,Abnormal,Low,Abnormal,Normal,Low,Normal,Polluted
4.312,6.5601,5.3307,1584.946,35.1906,23.5445,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.423,6.5325,32.4405,1584.946,21.5054,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.312,6.7801,59.534,1587.097,41.0557,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.153,6.5876,86.6846,1597.849,21.5054,24.3265,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.312,6.7801,113.9003,1569.892,41.0557,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.893,6.4775,141.0753,1563.441,25.4155,24.4242,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.893,6.4775,168.1932,808.6022,29.3255,24.131,Abnormal,Low,Low,High,Low,Normal,Polluted
3.715,6.6976,195.3682,270.9677,17.5953,23.6422,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.589,6.5325,222.6246,436.5591,35.1906,23.0557,Low,Normal,Low,Normal,Low,Normal,Polluted
4.482,6.5325,249.8077,1507.527,25.4155,22.958,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.991,6.5325,277.0479,277.4193,41.0557,23.2512,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.644,6.7801,304.3288,1533.333,25.4155,24.2287,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.187,6.4775,331.5282,1580.645,25.4155,24.2287,Abnormal,Low,Normal,Abnormal,Low,Normal,Polluted
3.488,6.4775,358.4344,1578.495,25.4155,24.4242,Abnormal,Low,Normal,Abnormal,Low,Normal,Polluted
4.312,6.8352,385.3568,1608.602,35.1906,23.9355,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.893,6.4775,121.2903,1584.946,25.4155,24.6198,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
4.153,6.7526,94.0746,1088.172,17.5953,24.3265,Low,Normal,Low,High,Low,Normal,Polluted
3.748,6.4775,66.8915,260.215,25.4155,24.913,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.696,6.7801,39.6839,1578.495,41.0557,24.8153,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.893,6.5325,12.509,264.5161,27.3705,24.8153,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.661,6.5876,14.5927,313.9785,35.1906,25.0108,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.426,6.4775,41.7921,741.9354,41.0557,25.1085,Abnormal,Low,Low,High,Low,Normal,Polluted
2.997,6.5601,68.9345,1576.344,29.3255,25.4018,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.54,6.6701,96.085,283.871,37.1457,24.4242,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.54,6.45,123.1786,286.0215,41.0557,24.3265,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.488,6.5325,150.3291,266.6667,39.1007,24.6198,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.426,6.5325,177.4878,292.4731,25.4155,25.0108,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.488,6.5325,204.6628,283.871,43.0108,24.8153,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.615,6.6151,231.7807,1584.946,27.3705,23.9355,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.488,6.5325,258.9557,559.1398,35.1906,24.4242,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.343,6.5325,286.0655,483.871,41.0557,24.3265,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.644,6.5325,313.2242,1584.946,46.9208,24.0332,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.991,6.6701,340.2933,339.7849,21.5054,23.349,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.991,6.5325,367.403,279.5699,25.4155,23.349,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
4.718,6.5325,394.6025,1576.344,29.3255,22.958,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.423,6.4775,112.0202,1572.043,35.1906,22.8602,Low,Low,Low,Abnormal,Low,Normal,Polluted
4.081,6.4775,84.7475,281.7204,46.9208,22.2737,Low,Low,Low,Normal,Low,Normal,Polluted
4.376,6.5876,57.5725,548.3871,39.1007,22.2737,Low,Normal,Low,High,Low,Normal,Polluted
4.081,6.7251,30.3079,283.871,39.1007,22.958,Low,Normal,Low,Normal,Low,Normal,Polluted
3.615,6.7801,3.1411,286.0215,39.1007,23.4467,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.488,6.7251,23.9606,1578.495,39.1007,24.0332,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.394,6.4775,51.1274,1587.097,39.1007,23.8377,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.748,6.5325,78.4164,1344.086,29.3255,24.131,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.592,6.6151,105.4611,1582.796,39.1007,24.522,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.153,6.4775,132.6931,1578.495,33.2356,24.3265,Low,Low,Low,Abnormal,Low,Normal,Polluted
3.395,6.5601,159.868,1217.204,39.1007,24.522,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.312,6.5325,187.0349,288.172,35.1906,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
3.945,6.5325,214.1528,1610.753,27.3705,24.7175,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.696,6.4775,241.3196,279.5699,21.5054,24.913,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.748,6.7801,268.4539,1103.226,41.0557,24.7175,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.28,6.4775,295.6859,301.0753,43.0108,25.2063,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.378,6.5325,322.7713,1602.151,35.1906,25.2063,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.143,6.5325,349.9544,1600,39.1007,25.4995,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.644,6.7526,377.1619,1608.602,29.3255,24.6198,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
3.54,6.7801,404.3043,281.7204,41.0557,24.7175,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
2.997,6.4775,102.3754,1582.796,25.4155,25.2063,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.447,6.5325,75.1515,1578.495,41.0557,24.0332,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.671,6.4775,48.0173,283.871,35.1906,23.9355,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.615,6.5325,20.9319,288.172,35.1906,23.74,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.671,6.5601,6.3245,1591.398,25.4155,23.1535,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.102,6.7251,33.4751,1584.946,25.4155,23.6422,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.715,6.6426,60.6419,292.4731,21.5054,23.6422,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.102,6.7801,87.8576,279.5699,27.3705,23.2512,Low,Normal,Low,Normal,Low,Normal,Polluted
4.146,6.7801,114.8371,286.0215,41.0557,23.2512,Low,Normal,Low,Normal,Low,Normal,Polluted
4.258,6.5601,141.9795,1589.247,39.1007,22.3715,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.881,6.4775,169.1626,458.0645,41.0557,23.349,Abnormal,Low,Low,Normal,Low,Normal,Polluted
4.202,6.5325,196.419,1593.548,46.9208,23.8377,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.589,6.5325,223.6103,1582.796,29.3255,23.6422,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.997,6.5325,250.8342,1597.849,25.4155,24.4242,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.256,6.7801,278.1232,277.4193,29.3255,24.2287,Low,Normal,Low,Normal,Low,Normal,Polluted
4.312,6.6701,305.3226,296.7742,35.1906,23.74,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.696,6.5325,332.4976,262.3656,25.4155,24.2287,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
4.153,6.4775,359.7458,1589.247,43.0108,24.3265,Low,Low,Normal,Abnormal,Low,Normal,Polluted
3.748,6.5876,386.929,258.0645,25.4155,24.3265,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.644,6.4775,119.8729,834.4086,35.1906,24.522,Abnormal,Low,Low,High,Low,Normal,Polluted
3.192,6.4775,92.7306,1589.247,39.1007,25.2063,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.083,6.4775,65.5067,1569.892,39.1007,24.913,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
3.343,6.7801,38.3317,288.172,35.1906,24.3265,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.143,6.5325,11.1893,243.0108,29.3255,25.304,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
3.54,6.6701,15.9286,288.172,35.1906,24.3265,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
2.899,6.7801,43.1362,1589.247,35.1906,25.0108,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.592,6.5325,70.2379,533.3334,25.4155,24.8153,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.343,6.5325,97.3803,1563.441,33.2356,24.522,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.447,6.45,124.5389,288.172,35.1906,24.6198,Abnormal,Low,Low,Normal,Low,Normal,Polluted
3.56,6.45,151.7139,1008.602,41.0557,23.74,Abnormal,Low,Low,High,Low,Normal,Polluted
3.488,6.7251,178.9459,1578.495,25.4155,24.131,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
3.447,6.6701,206.1127,264.5161,35.1906,24.0332,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
3.291,6.7251,233.3203,1277.419,39.1007,24.0332,Abnormal,Normal,Low,High,Low,Normal,Polluted
3.395,6.4775,260.3975,1610.753,29.3255,24.131,Abnormal,Low,Low,Abnormal,Low,Normal,Polluted
